"NBN Atlas record ID","Occurrence ID","Licence","Rightsholder","Scientific name","Taxon author","Name qualifier","Common name","Species ID (TVK)","Taxon Rank","Occurrence status","Start date","Start date day","Start date month","Start date year","End date","End date day","End date month","End date year","Locality","OSGR","Latitude (WGS84)","Longitude (WGS84)","Coordinate uncertainty (m)","Verbatim depth","Recorder","Determiner","Individual count","Abundance","Abundance scale","Organism scope","Organism remarks","Sex","Life stage","Occurrence remarks","Identification verification status","Basis of record","Survey key","Dataset name","Dataset ID","Data provider","Data provider ID","Institution code","Kingdom","Phylum","Class","Order","Family","Genus","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province","Vitality"
"66657569-e798-40ef-994b-b2ee2cfc4fe9","CI00001100004CW8","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-04","04","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"5dc9d242-93a2-465b-9ba8-ccf1ce8e3fef","CI00001100004D7U","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-22","22","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","3","","","","3 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"59114b64-944b-4e13-aa6b-8014ca3c3190","160720841","OGL","BTO","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-25","25","05","2010","","","","","","NO55","56.684564","-2.736161","7071.1","","Withheld","","","","","","","","","","Accepted - considered correct","HumanObservation","","Birds (BTO/JNCC/RSPB partnership)","dr2370","British Trust for Ornithology","dp29","BTO","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO55","","","United Kingdom","Scotland","alive"
"56ddbe19-7b78-40d9-9be0-82399f960009","CI00001100004DDK","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-30","30","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"51d27002-32ea-464a-9362-68e48646c313","CI00001100004CTP","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-01","01","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","3","","","","3 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"4bc0a990-b0c9-4f7b-b09a-dadd11b27b4e","CI00001100004D8L","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-23","23","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"49e33cad-eb9d-4718-a04e-db80f473077f","158489914","OGL","BTO","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-17","17","05","2010","","","","","","NO55","56.684564","-2.736161","7071.1","","Withheld","","","","","","","","","","Accepted - considered correct","HumanObservation","","Birds (BTO/JNCC/RSPB partnership)","dr2370","British Trust for Ornithology","dp29","BTO","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO55","","","United Kingdom","Scotland","alive"
"48927241-acb0-44f3-8dc1-a36089fb2aa6","160720855","OGL","BTO","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-18","18","05","2010","","","","","","SD60","53.54047","-2.529605","7071.1","","Withheld","","","","","","","","","","Accepted - considered correct","HumanObservation","","Birds (BTO/JNCC/RSPB partnership)","dr2370","British Trust for Ornithology","dp29","BTO","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","SD","SD60","","","United Kingdom","England","alive"
"3df2e6c3-ba92-4896-8df0-4ec89f6854fe","CI00001100004D9B","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-24","24","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"36cb9e5f-2bc3-4c30-9310-09a3aa51c1b0","CI00001100004D9I","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-25","25","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","4","","","","4 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"330e4f3a-f0a5-435e-9ef8-dde4aa90729e","CI00001100004D1I","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-14","14","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"2d8e62ea-0335-46a9-a550-e0d9d4e2e391","CI00001100004DA4","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-26","26","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"2cce1a78-c03b-4152-9b19-087bcea6e2d5","CI00001100004D50","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-19","19","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"2c4fec00-121e-4d46-b4af-1a765bbf203b","CI00001100004DCL","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-29","29","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"28f69066-373f-43e5-bec3-790336a1ea56","CI00001100004D8K","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-23","23","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","4","","","","4 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"26eed7be-912b-49f7-a74e-9e6d3df7c682","CI00001100004CVC","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-03","03","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","3","","","","3 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"11af241d-c733-4a0c-9ae4-f41c4f8f0c10","CI00001100004D2U","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-16","16","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"00dd2a26-a910-4079-b705-7c22eddffe0f","CI00001100004DA3","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-05-26","26","05","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"fda9e7f5-8731-4ea1-8725-91f79c571fe1","CI00001100004CJ0","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-14","14","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 1 juvenile","multiple abundances","","1 Adult (Exact); 1 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"f673d142-ae73-449e-9746-9bc748b07141","CI00001100004CSB","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-30","30","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"f65ee6c9-cb6d-40ef-b56f-ad54ddc91206","CI00001100004CNT","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-22","22","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"e98fd814-d7e8-4e54-966c-a122c4e95368","CI00001100004CPW","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-26","26","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"d670dafb-1eb6-4cc4-ba53-af76358e2fe5","CI00001100004CHR","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-12","12","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","2","","","","2 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"d407b346-37c4-425d-80eb-b389bac2c6b0","CI00001100004CMM","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-20","20","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"b9ef5dbc-0553-4435-9983-64f12c8c4e24","CI00001100004CH6","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-11","11","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 2 juvenile","multiple abundances","","1 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"b2be2daf-c16d-4fb4-930d-7ede1194a5f4","CI00001100004CE0","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-06","06","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 1 juvenile","multiple abundances","","1 Adult (Exact); 1 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"b0105eb3-5583-455f-b425-a122393d4ad9","159047394","OGL","BTO","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-07","07","08","2010","","","","","","NN62","56.397907","-4.188842","7071.1","","Withheld","","","","","","","","","","Accepted - considered correct","HumanObservation","","Birds (BTO/JNCC/RSPB partnership)","dr2370","British Trust for Ornithology","dp29","BTO","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NN","NN62","","","United Kingdom","Scotland","alive"
"ae8d4690-de0c-44f7-be65-ada7194f4236","CI00001100004CC1","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-03","03","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","2 adult; 2 juvenile","multiple abundances","","2 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"ad7c3cc1-53b8-468d-8fde-e1d4d0c7f68b","CI00001100004CGI","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-10","10","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 2 juvenile","multiple abundances","","1 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"a6c663c6-7d34-4746-9031-751db13a1d0b","CI00001100004CEK","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-07","07","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 2 juvenile","multiple abundances","","1 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"9c7d3d5c-3ca0-4a09-afd3-6c9971a0f31a","CI00001100004CAF","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-01","01","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","2 juvenile; 3 adult","multiple abundances","","2 Juvenile (Exact); 3 Adult (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"995f3d82-5eef-40f6-9c29-be529e5a16b2","CI00001100004CR3","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-28","28","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"943c251f-0fca-49bd-a83f-41d36c139bfb","CI00001100004CN8","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-21","21","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"8fd4963c-6053-4a11-8ae2-b9cccd38a084","CI00001100004CIB","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-13","13","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 2 juvenile","multiple abundances","","1 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"8d599cfc-fb9b-452a-9269-12b2636358e4","CI00001100004CKD","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-16","16","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"86d11b2b-1a76-4cb1-a4a8-d05ef27324dd","CI00001100004CLE","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-18","18","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Adult (Exact)","","adult","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"822c892b-cec1-4893-9184-d3a8ae8fdadb","CI00001100004CD9","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-05","05","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 2 juvenile","multiple abundances","","1 Adult (Exact); 2 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"637459b9-7934-45cb-a2aa-2f65046b1084","CI00001100004CJO","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-15","15","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 1 juvenile","multiple abundances","","1 Adult (Exact); 1 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"6169ab8e-36ce-440d-8bf1-f56396cc50e3","CI00001100004CFB","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-08","08","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","","1 adult; 1 juvenile","multiple abundances","","1 Adult (Exact); 1 Juvenile (Exact)","","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"5a0eaac8-f54d-4edd-9938-6bc14d503b84","CI00001100004XW0","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-19","19","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Juvenile (Exact)","","juvenile","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
"529ec2a9-3fe5-4162-8f52-d599753470e2","CI00001100004XW1","CC-BY","Scottish Wildlife Trust","Pandion haliaetus","(Linnaeus, 1758)","","Osprey","NBNSYS0000000292","species","present","2010-08-21","21","08","2010","","","","","","NO04","56.6","-3.5","7071.1","","LOL Staff and Volunteers","NBN Record Cleaner","1","","","","1 Male (Exact)","male","","","Accepted - considered correct","HumanObservation","CI00001100000013","Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data","dr765","Scottish Wildlife Trust","dp2","SWT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pandion","NO","NO04","","","United Kingdom","Scotland",""
